from,to,flow,cost
2307,411,1.0,25.0
2307,4150,1.0,21.0
2309,1683,1.0,7.0
2309,4569,1.0,39.0
2310,1002,1.0,7.0
2311,2159,1.0,24.0
2312,2309,1.0,29.0
2312,2311,1.0,7.0
2315,1202,1.0,32.0
2316,39,1.0,21.0
2316,1631,1.0,14.0
2317,860,1.0,46.0
2318,2168,1.0,24.0
2319,825,1.0,49.0
2319,2169,1.0,24.0
2320,2124,1.0,98.0
2320,2319,1.0,7.0
2320,3638,1.0,67.0
2320,3766,1.0,36.0
2321,2320,1.0,22.0
2323,1325,1.0,24.0
2326,1099,1.0,17.0
2328,56,1.0,371.0
2328,1106,1.0,251.0
2328,1674,1.0,54.0
2328,2225,1.0,21.0
2328,3009,1.0,7.0
2328,4235,1.0,88.0
2332,1178,1.0,14.0
2332,1678,1.0,44.0
2332,2359,1.0,50.0
2332,2557,1.0,58.0
2332,2560,1.0,36.0
2332,2561,1.0,14.0
2332,2937,1.0,7.0
2333,2337,1.0,28.0
2334,1009,1.0,7.0
2334,2888,1.0,42.0
2336,1286,1.0,65.0
2336,3052,5.0,7.0
2337,3265,1.0,87.0
2338,2938,1.0,21.0
2339,3265,4.0,13.0
2343,1033,1.0,7.0
2343,2565,1.0,33.0
2344,1035,1.0,20.0
2345,4469,1.0,14.0
2346,1036,1.0,7.0
2346,4469,2.0,1.0
2351,554,1.0,7.0
2352,215,1.0,6.0
2353,1737,1.0,38.0
2354,335,1.0,144.0
2354,742,1.0,75.0
2354,1230,1.0,7.0
2354,1716,1.0,64.0
2354,3280,1.0,39.0
2356,2551,2.0,13.0
2356,2552,1.0,20.0
2357,1672,2.0,35.0
2357,4513,1.0,75.0
2358,2248,3.0,53.0
2358,2517,1.0,44.0
2359,1180,2.0,14.0
2359,2360,1.0,7.0
2359,4146,1.0,7.0
2360,1005,1.0,51.0
2360,1015,1.0,22.0
2361,1015,2.0,36.0
2361,1032,1.0,95.0
2361,2781,1.0,56.0
2363,3733,1.0,24.0
2368,368,1.0,50.0
2368,3028,1.0,40.0
2368,3324,5.0,10.0
2370,703,1.0,28.0
2370,1286,1.0,14.0
2371,3265,1.0,83.0
2374,1005,1.0,43.0
2374,1569,1.0,72.0
2374,2781,1.0,63.0
2375,2781,1.0,49.0
2376,1015,1.0,56.0
2376,1181,1.0,35.0
2376,1184,1.0,48.0
2376,1844,1.0,79.0
2376,2360,1.0,34.0
2376,2668,1.0,36.0
2376,2670,1.0,21.0
2376,2780,1.0,48.0
2377,2245,1.0,71.0
2377,3381,1.0,67.0
2377,3618,1.0,28.0
2386,2387,1.0,7.0
2387,3069,1.0,28.0
2392,2635,1.0,54.0
2394,2392,1.0,14.0
2396,2368,1.0,62.0
2397,1814,2.0,7.0
2397,1818,1.0,63.0
2398,1845,1.0,42.0
2398,2141,1.0,35.0
2398,2397,3.0,13.0
2398,2703,1.0,42.0
2398,3735,1.0,20.0
2399,2398,1.0,15.0
2400,2701,1.0,58.0
2400,3589,1.0,20.0
2400,3591,1.0,35.0
2401,2400,2.0,13.0
2405,2411,1.0,57.0
2406,2276,1.0,53.0
2407,2690,1.0,14.0
2407,4218,1.0,7.0
2408,2407,1.0,28.0
2409,2787,1.0,22.0
2410,1935,1.0,80.0
2411,2871,2.0,99.0
2414,1541,3.0,20.0
2415,2871,1.0,43.0
2416,308,1.0,26.0
2416,2273,1.0,34.0
2417,1214,1.0,6.0
2417,1617,1.0,69.0
2420,2975,1.0,8.0
2428,581,1.0,51.0
2428,2538,1.0,31.0
2429,329,1.0,129.0
2430,227,2.0,6.0
2430,4450,1.0,38.0
2431,700,1.0,130.0
2435,91,1.0,24.0
2435,1711,2.0,35.0
2437,1680,1.0,29.0
2440,1017,1.0,14.0
2440,2938,1.0,24.0
2441,3097,1.0,68.0
2442,762,1.0,63.0
2442,2012,1.0,14.0
2443,2442,1.0,14.0
2444,884,2.0,7.0
2450,2147,1.0,84.0
2450,4226,1.0,6.0
2453,2702,1.0,7.0
2458,1529,2.0,50.0
2459,1529,1.0,35.0
2459,1530,1.0,55.0
2459,2458,2.0,14.0
2459,3686,1.0,9.0
2460,2459,1.0,13.0
2461,1529,1.0,7.0
2461,2459,3.0,27.0
2463,1856,1.0,14.0
2465,2871,1.0,36.0
2466,1133,1.0,11.0
2466,1135,1.0,69.0
2466,1283,1.0,28.0
2466,4451,1.0,61.0
2468,3265,1.0,129.0
2468,3360,1.0,15.0
2469,3265,1.0,82.0
2470,2955,4.0,19.0
2470,2996,1.0,62.0
2472,2640,2.0,21.0
2472,3523,2.0,20.0
2472,3524,3.0,13.0
2473,2474,2.0,14.0
2473,2661,1.0,21.0
2473,3524,1.0,14.0
2474,1293,1.0,34.0
2474,2473,4.0,14.0
2474,2475,1.0,6.0
2474,2662,2.0,28.0
2474,2833,1.0,48.0
2474,2850,1.0,14.0
2474,3612,1.0,90.0
2475,4341,2.0,12.0
2476,1294,1.0,22.0
2476,2477,1.0,14.0
2476,4341,1.0,5.0
2477,3621,2.0,92.0
2477,4341,1.0,20.0
2479,2552,1.0,21.0
2479,2774,1.0,131.0
2479,4278,1.0,27.0
2481,1584,1.0,20.0
2488,736,1.0,28.0
2493,3009,1.0,68.0
2493,3860,1.0,9.0
2494,3071,1.0,104.0
2495,1615,1.0,63.0
2497,396,2.0,17.0
2497,397,1.0,11.0
2497,2653,1.0,69.0
2498,2063,1.0,47.0
2505,2989,1.0,17.0
2508,384,1.0,27.0
2513,517,1.0,48.0
2517,705,4.0,28.0
2517,1158,3.0,7.0
2517,1159,1.0,59.0
2518,709,1.0,71.0
2518,2041,1.0,130.0
2518,2517,1.0,13.0
2519,1286,1.0,56.0
2519,2245,1.0,57.0
2519,2517,1.0,28.0
2521,2851,1.0,35.0
2522,2521,1.0,7.0
2522,2968,1.0,26.0
2532,1539,1.0,21.0
2533,2583,1.0,73.0
2535,2869,1.0,21.0
2536,307,1.0,19.0
2536,1545,1.0,7.0
2537,2914,1.0,7.0
2538,2539,1.0,7.0
2538,2807,2.0,7.0
2538,3286,1.0,56.0
2539,2808,2.0,5.0
2539,3283,1.0,2.0
2539,3429,1.0,7.0
2544,2589,1.0,58.0
2546,249,1.0,71.0
2546,335,3.0,9.0
2546,336,1.0,63.0
2546,1266,3.0,42.0
2546,1549,1.0,7.0
2546,2547,1.0,14.0
2546,3455,1.0,61.0
2546,4273,1.0,77.0
2546,4281,1.0,63.0
2546,4507,2.0,53.0
2547,3524,1.0,77.0
2548,2479,1.0,21.0
2549,248,1.0,20.0
2549,4278,1.0,13.0
2550,2552,1.0,14.0
2551,2552,1.0,7.0
2551,4273,2.0,13.0
2552,2472,7.0,7.0
2552,2640,1.0,13.0
2553,2554,1.0,7.0
2553,3111,1.0,83.0
2553,3528,1.0,27.0
2553,3533,1.0,49.0
2554,2962,1.0,21.0
2555,2517,1.0,21.0
2556,3531,3.0,13.0
2557,2558,2.0,7.0
2558,715,1.0,85.0
2558,2474,1.0,135.0
2559,2359,3.0,7.0
2559,2781,1.0,71.0
2560,715,1.0,56.0
2560,2248,1.0,112.0
2560,2674,1.0,64.0
2561,2781,1.0,42.0
2562,1033,2.0,51.0
2562,2611,1.0,43.0
2562,2781,1.0,56.0
2563,1033,1.0,37.0
2563,1570,1.0,7.0
2564,1032,1.0,36.0
2564,1033,1.0,22.0
2565,1032,1.0,29.0
2565,2611,2.0,35.0
2566,723,1.0,75.0
2566,4470,1.0,50.0
2567,1037,1.0,76.0
2567,2568,2.0,7.0
2567,4470,1.0,57.0
2568,723,1.0,64.0
2568,1991,1.0,81.0
2568,3142,1.0,57.0
2569,637,1.0,7.0
2569,1032,1.0,65.0
2569,4368,1.0,69.0
2573,1606,3.0,14.0
2573,2616,1.0,21.0
2573,2619,1.0,49.0
2576,1529,1.0,125.0
2576,2578,1.0,29.0
2578,528,1.0,8.0
2579,1545,1.0,95.0
2579,3039,2.0,14.0
2583,528,1.0,100.0
2583,530,1.0,102.0
2583,1177,1.0,112.0
2583,2268,1.0,171.0
2583,2405,1.0,43.0
2583,2416,1.0,126.0
2583,3039,1.0,80.0
2583,3040,1.0,96.0
2583,3701,1.0,72.0
2583,3713,1.0,21.0
2583,3714,1.0,28.0
2586,2875,1.0,49.0
2587,1246,1.0,29.0
2587,1250,1.0,90.0
2587,1556,1.0,42.0
2587,2532,1.0,160.0
2587,2544,1.0,21.0
2587,3716,1.0,18.0
2587,4488,1.0,15.0
2588,1815,1.0,110.0
2589,2590,1.0,7.0
2589,2593,1.0,74.0
2589,3720,1.0,28.0
2589,3722,1.0,50.0
2590,3720,1.0,20.0
2591,2589,1.0,62.0
2592,1651,1.0,22.0
2593,1815,2.0,21.0
2595,2596,1.0,7.0
2595,3598,1.0,20.0
2596,4042,1.0,50.0
2597,1959,1.0,95.0
2605,1266,1.0,49.0
2606,4279,1.0,21.0
2608,3854,9.0,1.0
2611,716,2.0,57.0
2611,1005,1.0,21.0
2611,1032,1.0,64.0
2611,1569,1.0,35.0
2611,2038,1.0,7.0
2611,2343,1.0,43.0
2611,2562,1.0,28.0
2611,2563,1.0,13.0
2611,2567,1.0,66.0
2611,2621,1.0,88.0
2611,2956,1.0,28.0
2611,3180,1.0,43.0
2611,3670,2.0,34.0
2611,3672,1.0,37.0
2611,3678,1.0,71.0
2616,1032,1.0,147.0
2616,3065,1.0,103.0
2617,2865,1.0,42.0
2618,2617,1.0,13.0
2619,1609,20.0,6.0
2619,2686,1.0,58.0
2620,285,1.0,116.0
2621,347,3.0,49.0
2621,2556,2.0,14.0
2622,1680,1.0,38.0
2623,88,1.0,7.0
2623,90,1.0,11.0
2626,2303,1.0,23.0
2626,2497,3.0,30.0
2626,2498,1.0,29.0
2626,2627,2.0,39.0
2627,2628,5.0,23.0
2628,538,1.0,128.0
2628,3072,5.0,9.0
2629,2653,1.0,119.0
2630,2631,1.0,43.0
2631,2793,1.0,25.0
2631,3328,1.0,24.0
2635,3324,1.0,82.0
2635,3355,1.0,65.0
2635,4207,1.0,82.0
2640,698,1.0,49.0
2640,699,1.0,27.0
2640,2356,2.0,6.0
2640,2551,1.0,20.0
2640,2661,1.0,55.0
2640,4168,1.0,42.0
2640,4504,1.0,42.0
2646,1400,1.0,31.0
2647,2003,1.0,24.0
2647,4399,1.0,36.0
2649,567,1.0,2.0
2650,567,1.0,14.0
2651,891,1.0,7.0
2652,568,1.0,15.0
2653,863,3.0,13.0
2653,1239,2.0,13.0
2653,1240,1.0,20.0
2653,2846,4.0,13.0
2653,4283,1.0,28.0
2654,2653,1.0,12.0
2655,2064,1.0,28.0
2655,2653,1.0,26.0
2656,2654,1.0,27.0
2656,2655,1.0,13.0
2656,2846,1.0,53.0
2659,863,1.0,68.0
2659,1550,2.0,20.0
2659,1697,1.0,40.0
2659,2772,2.0,13.0
2661,248,1.0,55.0
2661,3139,1.0,13.0
2662,248,1.0,62.0
2662,1584,1.0,34.0
2663,1584,1.0,41.0
2663,2640,1.0,57.0
2664,1288,1.0,20.0
2664,4169,1.0,27.0
2665,2664,2.0,7.0
2665,2833,1.0,13.0
2666,2851,1.0,14.0
2667,2519,1.0,20.0
2668,2248,1.0,33.0
2668,2559,1.0,42.0
2668,2665,1.0,36.0
2668,2666,1.0,29.0
2669,2248,1.0,40.0
2670,1183,1.0,48.0
2672,1181,1.0,14.0
2672,3266,8.0,20.0
2674,1036,1.0,50.0
2674,2781,1.0,43.0
2675,2781,1.0,57.0
2675,4469,1.0,28.0
2677,1036,1.0,28.0
2678,4427,1.0,13.0
2679,1535,1.0,7.0
2680,639,1.0,14.0
2681,2708,1.0,13.0
2681,3098,1.0,49.0
2681,3690,1.0,22.0
2683,657,3.0,7.0
2684,1608,1.0,8.0
2685,529,1.0,45.0
2685,2267,1.0,48.0
2685,3175,1.0,37.0
2685,3696,2.0,24.0
2686,1895,1.0,7.0
2687,2871,1.0,108.0
2689,3708,1.0,22.0
2690,2871,1.0,43.0
2693,2407,1.0,30.0
2693,2414,1.0,59.0
2693,2890,1.0,86.0
2694,2873,1.0,14.0
2695,3665,1.0,18.0
2696,1278,1.0,34.0
2696,2890,3.0,12.0
2698,2587,1.0,64.0
2701,2592,1.0,28.0
2702,2593,1.0,28.0
2703,3736,1.0,15.0
2708,2863,1.0,48.0
2708,2960,1.0,112.0
2709,907,1.0,33.0
2710,1692,1.0,27.0
2712,4351,1.0,71.0
2721,2647,1.0,7.0
2725,1049,1.0,34.0
2739,1897,1.0,41.0
2740,533,1.0,22.0
2740,1897,3.0,27.0
2741,302,2.0,20.0
2741,534,1.0,26.0
2741,1355,1.0,7.0
2746,4426,1.0,26.0
2747,3673,2.0,1.0
2748,2346,1.0,7.0
2748,2675,1.0,21.0
2749,4057,3.0,14.0
2750,2056,1.0,10.0
2756,3968,3.0,1.0
2757,652,1.0,62.0
2757,2494,1.0,38.0
2757,3859,1.0,32.0
2757,3866,1.0,53.0
2757,3959,1.0,21.0
2758,3968,1.0,35.0
2762,4226,1.0,31.0
2767,1049,1.0,43.0
2769,1874,1.0,14.0
2772,2021,1.0,21.0
2772,2481,1.0,63.0
2772,4275,1.0,35.0
2772,4285,1.0,15.0
2772,4287,16.0,0.0
2773,335,1.0,51.0
2773,631,1.0,40.0
2773,2659,6.0,13.0
2773,2774,1.0,39.0
2774,61,3.0,61.0
2774,2236,3.0,20.0
2774,2608,1.0,35.0
2774,2773,8.0,39.0
2774,4119,1.0,14.0
2777,2871,1.0,56.0
2778,2871,1.0,29.0
2779,2953,1.0,6.0
2780,715,1.0,65.0
2780,2781,2.0,27.0
2781,718,1.0,112.0
2781,1183,5.0,33.0
2781,1842,2.0,7.0
2781,2672,8.0,28.0
2781,3668,1.0,36.0
2781,3671,3.0,43.0
2784,3265,2.0,10.0
2786,730,1.0,35.0
2786,1209,1.0,34.0
2786,1854,2.0,28.0
2786,2277,1.0,42.0
2786,2693,1.0,35.0
2787,1209,1.0,36.0
2787,1858,1.0,28.0
2787,2280,1.0,34.0
2787,2466,3.0,14.0
2790,1620,1.0,60.0
2790,4037,1.0,50.0
2793,2843,1.0,62.0
2795,785,13.0,6.0
2797,3159,1.0,7.0
2800,1429,1.0,21.0
2804,2553,1.0,43.0
2805,1586,1.0,59.0
2806,869,2.0,7.0
2807,975,1.0,89.0
2807,2354,1.0,33.0
2808,215,1.0,162.0
2808,3163,1.0,122.0
2813,762,1.0,46.0
2813,2443,1.0,32.0
2813,3097,1.0,29.0
2814,1752,1.0,87.0
2815,1155,1.0,13.0
2816,2757,1.0,34.0
2821,57,1.0,115.0
2821,1450,1.0,117.0
2833,3526,1.0,1.0
2833,3527,1.0,8.0
2834,2851,3.0,7.0
2836,180,1.0,30.0
2837,2836,1.0,14.0
2838,2772,1.0,149.0
2842,3397,1.0,59.0
2843,3049,2.0,35.0
2843,3371,2.0,48.0
2846,1868,4.0,6.0
2846,2063,1.0,35.0
2847,629,1.0,20.0
2848,2474,1.0,21.0
2849,2606,1.0,49.0
2849,2663,2.0,13.0
2850,2834,1.0,7.0
2851,996,1.0,21.0
2851,2522,1.0,14.0
2851,2668,1.0,42.0
2851,3112,1.0,67.0
2851,3876,1.0,59.0
2857,2858,1.0,14.0
2858,1843,1.0,40.0
2860,898,3.0,42.0
2860,1037,1.0,27.0
2860,4429,1.0,14.0
2861,4424,1.0,33.0
2862,4368,3.0,6.0
2863,587,1.0,7.0
2865,1352,1.0,36.0
2865,1607,1.0,39.0
2865,1893,1.0,48.0
2865,1921,1.0,65.0
2865,2683,1.0,36.0
2865,3699,1.0,29.0
2868,2871,1.0,64.0
2869,532,1.0,69.0
2870,2278,1.0,41.0
2870,4218,2.0,13.0
2871,2301,1.0,56.0
2871,2408,1.0,43.0
2871,2465,1.0,35.0
2871,2583,8.0,42.0
2871,2778,1.0,57.0
2871,2786,5.0,7.0
2873,1283,1.0,61.0
2875,2695,1.0,21.0
2875,2696,2.0,13.0
2875,3665,1.0,37.0
2878,2294,1.0,84.0
2878,2453,1.0,71.0
2887,1032,1.0,50.0
2887,1569,3.0,7.0
2887,3678,1.0,57.0
2888,2090,2.0,7.0
2890,3716,4.0,2.0
2891,1138,1.0,19.0
2891,1251,1.0,29.0
2891,2278,1.0,93.0
2892,282,1.0,33.0
2897,2237,1.0,85.0
2897,3110,1.0,65.0
2897,3375,2.0,17.0
2900,2635,1.0,43.0
2900,3304,2.0,14.0
2902,951,1.0,28.0
2902,1752,2.0,22.0
2902,2927,2.0,6.0
2907,1714,1.0,6.0
2908,1341,1.0,117.0
2911,166,1.0,43.0
2911,4272,1.0,19.0
2914,3041,2.0,39.0
2915,1868,1.0,46.0
2917,1888,1.0,94.0
2919,2998,1.0,8.0
2921,1153,1.0,7.0
2922,959,1.0,11.0
2922,2814,1.0,6.0
2923,4351,1.0,66.0
2924,965,1.0,17.0
2925,2488,1.0,91.0
2925,4252,1.0,25.0
2927,609,1.0,20.0
2927,938,1.0,52.0
2927,3468,1.0,31.0
2929,614,2.0,34.0
2930,3516,1.0,38.0
2932,440,1.0,82.0
2932,3635,1.0,38.0
2937,715,1.0,42.0
2938,757,1.0,39.0
2938,2334,1.0,7.0
2945,3163,1.0,6.0
2946,1865,1.0,38.0
2953,2274,1.0,34.0
2953,4307,1.0,22.0
2953,4451,1.0,17.0
2955,201,1.0,56.0
2955,381,1.0,44.0
2955,564,1.0,73.0
2955,667,1.0,41.0
2955,1152,1.0,44.0
2955,1454,1.0,60.0
2955,1456,1.0,81.0
2955,1496,1.0,47.0
2955,1500,1.0,33.0
2955,1503,2.0,69.0
2955,2075,1.0,45.0
2955,2081,1.0,80.0
2955,2650,1.0,100.0
2956,1571,1.0,7.0
2957,1843,1.0,56.0
2959,1526,1.0,82.0
2959,1799,3.0,7.0
2960,1893,2.0,16.0
2960,3700,6.0,1.0
2961,2740,1.0,14.0
2962,2518,2.0,35.0
2967,997,1.0,7.0
2968,2474,1.0,69.0
2968,3616,1.0,34.0
2969,993,1.0,116.0
2969,2248,1.0,33.0
2971,2081,1.0,69.0
2974,2975,1.0,19.0
2975,2066,1.0,79.0
2975,2974,1.0,19.0
2975,3958,1.0,157.0
2976,3972,1.0,81.0
2977,2417,1.0,7.0
2978,1215,1.0,16.0
2979,2978,1.0,25.0
2982,2983,2.0,14.0
2982,4084,1.0,15.0
2983,1652,1.0,24.0
2983,2986,1.0,44.0
2986,1846,1.0,32.0
2986,4104,1.0,38.0
2989,2505,1.0,15.0
2996,645,1.0,69.0
2996,734,9.0,32.0
2996,889,3.0,40.0
2996,892,1.0,42.0
2996,1276,1.0,69.0
2996,2450,1.0,37.0
2996,2652,1.0,71.0
2996,3292,3.0,11.0
2996,3299,1.0,70.0
2996,4395,1.0,34.0
2998,857,1.0,79.0
2998,1466,1.0,55.0
2998,1475,1.0,45.0
2998,1479,1.0,75.0
2998,1866,1.0,31.0
2998,2087,1.0,20.0
2998,2797,1.0,39.0
2998,2919,1.0,39.0
2998,2946,1.0,5.0
2998,3163,1.0,12.0
2998,3279,1.0,108.0
2998,3648,1.0,180.0
3003,2339,2.0,10.0
3009,1672,5.0,27.0
3009,3108,1.0,14.0
3010,1674,1.0,9.0
3018,1718,1.0,52.0
3022,23,1.0,30.0
3022,4329,1.0,88.0
3024,2996,1.0,78.0
3027,31,1.0,15.0
3027,57,1.0,61.0
3028,57,1.0,88.0
3030,376,1.0,52.0
3030,1508,1.0,164.0
3030,2470,4.0,31.0
3035,1009,1.0,78.0
3039,1529,1.0,169.0
3039,2583,1.0,96.0
3039,2871,1.0,136.0
3040,2579,2.0,14.0
3041,2271,2.0,20.0
3041,2536,1.0,7.0
3041,2537,1.0,46.0
3044,2998,1.0,108.0
3049,68,1.0,5.0
3049,2976,1.0,56.0
3052,715,1.0,71.0
3052,993,3.0,15.0
3052,1286,1.0,58.0
3053,755,1.0,25.0
3053,3265,1.0,56.0
3062,4057,1.0,27.0
3064,286,1.0,152.0
3064,1529,1.0,57.0
3064,2619,1.0,34.0
3064,3693,1.0,9.0
3065,286,1.0,86.0
3065,1611,3.0,14.0
3069,195,1.0,8.0
3069,622,1.0,40.0
3069,2396,1.0,8.0
3069,3027,1.0,14.0
3071,1618,2.0,14.0
3072,2064,1.0,66.0
3072,2232,1.0,44.0
3072,2627,1.0,31.0
3072,2656,1.0,68.0
3072,3071,1.0,23.0
3073,792,1.0,8.0
3074,22,1.0,22.0
3074,1217,2.0,34.0
3074,1861,1.0,68.0
3075,863,1.0,70.0
3076,3010,1.0,10.0
3076,3962,1.0,43.0
3079,1674,1.0,33.0
3083,483,1.0,29.0
3088,2220,1.0,12.0
3090,2998,1.0,84.0
3093,2653,1.0,32.0
3093,2655,1.0,6.0
3094,861,1.0,46.0
3097,769,3.0,24.0
3097,884,1.0,32.0
3097,3937,1.0,53.0
3098,723,1.0,86.0
3098,899,1.0,82.0
3099,2459,1.0,43.0
3099,2708,1.0,7.0
3100,2710,1.0,7.0
3100,4373,1.0,31.0
3103,589,9.0,7.0
3103,907,1.0,27.0
3107,1680,1.0,54.0
3108,2417,1.0,13.0
3108,3079,1.0,48.0
3109,1796,1.0,25.0
3110,2608,7.0,21.0
3110,4287,1.0,82.0
3111,2248,1.0,61.0
3112,2248,1.0,19.0
3112,2377,1.0,22.0
3112,3318,3.0,2.0
3112,3616,1.0,7.0
3115,1572,1.0,75.0
3115,2254,1.0,34.0
3116,2749,1.0,7.0
3117,2056,1.0,35.0
3117,2746,1.0,27.0
3117,3118,1.0,28.0
3117,3383,1.0,15.0
3117,3607,1.0,33.0
3117,4426,7.0,14.0
3118,1693,2.0,35.0
3119,1803,1.0,48.0
3119,1805,3.0,7.0
3119,1898,1.0,22.0
3119,2268,1.0,27.0
3119,2683,1.0,76.0
3119,4431,1.0,68.0
3120,2787,1.0,88.0
3126,2842,1.0,7.0
3129,538,1.0,82.0
3129,863,1.0,110.0
3129,1615,1.0,86.0
3131,1125,1.0,18.0
3133,1482,1.0,45.0
3133,3306,1.0,69.0
3134,538,1.0,50.0
3136,3154,1.0,32.0
3137,2772,1.0,27.0
3138,2773,1.0,43.0
3138,4288,1.0,0.0
3139,2849,1.0,41.0
3142,1032,1.0,62.0
3142,1036,2.0,34.0
3151,800,1.0,17.0
3152,3887,1.0,94.0
3154,57,1.0,34.0
3154,537,1.0,23.0
3156,2757,1.0,34.0
3158,975,1.0,51.0
3159,3163,1.0,13.0
3160,1005,1.0,42.0
3160,1015,1.0,41.0
3160,2361,3.0,5.0
3160,3667,2.0,7.0
3163,1471,4.0,9.0
3163,1515,3.0,60.0
3163,2998,4.0,25.0
3163,4231,1.0,34.0
3163,4437,1.0,46.0
3169,2328,1.0,79.0
3169,4513,1.0,73.0
3170,988,2.0,6.0
3175,3703,2.0,9.0
3177,1792,2.0,2.0
3178,2694,1.0,13.0
3180,1842,1.0,49.0
3181,1526,1.0,88.0
3185,1037,1.0,85.0
3187,57,1.0,24.0
3199,174,1.0,135.0
3209,186,1.0,23.0
3211,186,1.0,30.0
3216,3650,1.0,32.0
3229,325,1.0,43.0
3231,3199,1.0,285.0
3245,63,1.0,22.0
3245,420,1.0,57.0
3247,420,1.0,124.0
3249,643,1.0,107.0
3251,762,1.0,51.0
3253,762,1.0,47.0
3253,800,1.0,84.0
3260,762,1.0,18.0
3260,769,3.0,59.0
3260,2091,3.0,28.0
3265,88,1.0,49.0
3265,349,1.0,133.0
3265,762,2.0,60.0
3265,764,1.0,70.0
3265,1340,1.0,187.0
3265,1711,1.0,118.0
3265,1716,1.0,114.0
3265,2012,1.0,110.0
3265,2334,1.0,74.0
3265,2339,2.0,53.0
3265,2437,1.0,79.0
3265,2623,2.0,48.0
3265,2784,1.0,75.0
3265,2908,1.0,121.0
3265,3053,1.0,55.0
3265,3287,1.0,63.0
3265,3310,1.0,72.0
3265,3434,1.0,85.0
3265,3449,1.0,97.0
3265,3454,1.0,133.0
3265,3609,1.0,39.0
3265,3875,2.0,115.0
3265,4234,1.0,28.0
3265,4318,1.0,68.0
3265,4321,1.0,105.0
3266,1183,1.0,58.0
3266,2781,1.0,34.0
3266,3160,6.0,1.0
3267,2781,1.0,41.0
3271,2368,1.0,126.0
3274,1737,1.0,36.0
3275,91,1.0,184.0
3276,3282,1.0,4.0
3279,1737,1.0,62.0
3279,3275,1.0,1.0
3279,3452,1.0,164.0
3280,740,1.0,0.0
3280,3279,2.0,8.0
3281,335,1.0,178.0
3282,255,1.0,111.0
3283,889,1.0,204.0
3284,975,1.0,100.0
3284,2354,1.0,43.0
3286,2539,2.0,32.0
3286,3284,1.0,32.0
3287,4318,1.0,5.0
3291,1685,2.0,49.0
3291,3758,1.0,42.0
3291,4136,1.0,8.0
3292,891,1.0,29.0
3292,2996,1.0,38.0
3292,3294,1.0,27.0
3293,2996,1.0,16.0
3294,57,1.0,143.0
3299,4226,1.0,17.0
3304,57,1.0,153.0
3304,1508,1.0,186.0
3306,2900,2.0,1.0
3308,1713,1.0,36.0
3310,3247,1.0,46.0
3311,769,1.0,33.0
3312,770,1.0,35.0
3314,3249,1.0,3.0
3314,3856,1.0,34.0
3315,3253,2.0,45.0
3318,1000,2.0,17.0
3318,2248,1.0,21.0
3319,4173,1.0,1.0
3319,4403,1.0,12.0
3324,3030,6.0,13.0
3328,75,1.0,109.0
3355,922,1.0,38.0
3356,2059,1.0,34.0
3360,700,1.0,139.0
3360,4507,1.0,114.0
3363,57,2.0,102.0
3363,4209,1.0,22.0
3365,3363,1.0,24.0
3371,3074,1.0,151.0
3371,3574,1.0,143.0
3373,3074,2.0,105.0
3375,158,1.0,20.0
3375,2237,1.0,68.0
3377,3112,1.0,78.0
3377,3431,1.0,136.0
3378,2248,1.0,71.0
3381,1037,1.0,74.0
3382,282,1.0,116.0
3382,1843,1.0,74.0
3383,3100,1.0,50.0
3384,282,1.0,15.0
3386,310,1.0,108.0
3386,2278,1.0,94.0
3389,299,1.0,22.0
3393,2875,1.0,131.0
3397,3393,1.0,34.0
3404,3581,2.0,10.0
3413,319,1.0,49.0
3425,215,1.0,180.0
3425,2538,2.0,24.0
3426,2774,1.0,7.0
3426,3110,1.0,22.0
3427,1869,1.0,25.0
3429,3163,1.0,98.0
3430,1577,1.0,28.0
3431,2477,1.0,20.0
3431,2897,3.0,12.0
3432,90,1.0,14.0
3433,3265,1.0,82.0
3434,3613,1.0,2.0
3435,3436,1.0,3.0
3436,1680,1.0,80.0
3436,3265,1.0,103.0
3437,1680,1.0,53.0
3437,3440,1.0,11.0
3439,1286,1.0,171.0
3439,3444,1.0,13.0
3440,2621,1.0,129.0
3444,745,1.0,81.0
3446,1261,1.0,6.0
3447,3437,1.0,35.0
3448,1286,1.0,148.0
3449,1711,1.0,23.0
3450,700,1.0,101.0
3450,1258,1.0,1.0
3451,3452,1.0,1.0
3452,1712,1.0,15.0
3452,3265,1.0,103.0
3453,3265,1.0,94.0
3454,125,1.0,5.0
3454,3615,1.0,1.0
3455,336,1.0,2.0
3456,3826,1.0,40.0
3456,3836,1.0,45.0
3458,4453,1.0,24.0
3466,1644,1.0,14.0
3468,934,1.0,30.0
3481,4130,4.0,6.0
3482,3456,1.0,30.0
3482,4399,1.0,76.0
3491,3493,1.0,7.0
3493,461,1.0,37.0
3497,2133,1.0,18.0
3497,2193,1.0,45.0
3497,2198,1.0,103.0
3510,1935,1.0,46.0
3516,1220,1.0,178.0
3523,2552,1.0,13.0
3523,2849,1.0,42.0
3524,993,1.0,92.0
3524,1179,1.0,100.0
3524,1287,1.0,20.0
3524,1697,1.0,120.0
3524,2370,1.0,49.0
3524,2550,1.0,35.0
3524,2804,1.0,15.0
3524,2962,1.0,56.0
3524,4284,1.0,106.0
3525,2474,1.0,36.0
3526,1286,1.0,41.0
3527,1286,1.0,34.0
3528,2519,1.0,8.0
3531,1286,1.0,62.0
3531,2518,1.0,20.0
3531,4144,1.0,0.0
