passenger,line,mod_cost
7135,813,86.0
7136,900,23.0
7137,813,152.0
7138,987,37.0
7139,723,79.0
7140,488,30.0
7141,244,59.0
7142,980,74.0
7143,222,27.0
7144,923,255.0
7145,310,50.0
7146,614,56.0
7147,966,48.0
7148,850,47.0
7149,273,62.0
7150,610,46.0
7151,870,74.0
7152,126,42.0
7153,680,35.0
7154,673,71.0
7155,965,89.0
7156,394,50.0
7157,910,214.0
7158,565,16.0
7159,104,58.0
7160,no_MT,66.0
7161,320,31.0
7162,216,20.0
7163,492,58.0
7164,no_MT,29.0
7165,808,21.0
7166,731,0.0
7167,326,92.0
7168,558,39.0
7169,180,36.0
7170,935,42.0
7171,284,71.0
7172,786,40.0
7173,943,57.0
7174,315,93.0
7175,no_MT,117.0
7176,812,77.0
7177,509,29.0
7178,470,88.0
7179,266,97.0
7180,648,59.0
7181,69,50.0
7182,378,65.0
7183,354,50.0
7184,461,29.0
7185,no_MT,52.0
7186,787,162.0
7187,244,70.0
7188,42,46.0
7189,746,115.0
7190,no_MT,70.0
7191,419,90.0
7192,982,35.0
7193,704,32.0
7194,817,128.0
7195,614,69.0
7196,107,103.0
7197,402,75.0
7198,133,185.0
7199,571,61.0
7200,819,78.0
7201,903,29.0
7202,595,125.0
7203,253,111.0
7204,955,135.0
7205,312,77.0
7206,341,105.0
7207,40,61.0
7208,96,83.0
7209,720,50.0
7210,14,42.0
7211,69,75.0
7212,277,95.0
7213,216,70.0
7214,492,56.0
7215,341,42.0
7216,97,94.0
7217,873,47.0
7218,171,129.0
7219,228,29.0
7220,982,55.0
7221,539,65.0
7222,216,16.0
7223,626,66.0
7224,778,12.0
7225,960,45.0
7226,613,105.0
7227,644,75.0
7228,614,43.0
7229,319,62.0
7230,852,90.0
7231,711,76.0
7232,924,42.0
7233,753,62.0
7234,264,64.0
7235,89,28.0
7236,885,68.0
7237,320,15.0
7238,459,1.0
7239,598,135.0
7240,442,98.0
7241,459,83.0
7242,851,28.0
7243,241,14.0
7244,369,8.0
7245,548,21.0
7246,277,41.0
7247,217,15.0
7248,644,81.0
7249,106,63.0
7250,900,59.0
7251,676,31.0
7252,26,36.0
7253,252,96.0
7254,294,76.0
7255,719,54.0
7256,687,21.0
7257,no_MT,36.0
7258,716,44.0
7259,589,82.0
7260,977,50.0
7261,131,46.0
7262,211,136.0
7263,62,82.0
7264,809,76.0
7265,228,43.0
7266,459,14.0
7267,89,70.0
7268,2,62.0
7269,924,62.0
7270,470,83.0
7271,648,60.0
7272,670,91.0
7273,820,82.0
7274,622,26.0
7275,497,84.0
7276,172,56.0
7277,187,71.0
7278,791,52.0
7279,882,110.0
7280,89,35.0
7281,53,85.0
7282,386,41.0
7283,784,50.0
7284,885,64.0
7285,726,93.0
7286,114,59.0
7287,275,21.0
7288,593,57.0
7289,586,50.0
7290,958,79.0
7291,435,27.0
7292,614,51.0
7293,9,102.0
7294,994,14.0
7295,492,15.0
7296,845,100.0
7297,508,45.0
7298,308,44.0
7299,836,63.0
7300,582,80.0
7301,977,50.0
7302,279,89.0
7303,595,87.0
7304,680,42.0
7305,756,48.0
7306,36,49.0
7307,846,61.0
7308,no_MT,92.0
7309,150,75.0
7310,130,33.0
7311,967,42.0
7312,no_MT,73.0
7313,77,59.0
7314,581,54.0
7315,888,30.0
7316,377,57.0
7317,989,47.0
7318,495,42.0
7319,162,37.0
7320,494,51.0
7321,498,25.0
7322,233,91.0
7323,424,35.0
7324,809,21.0
7325,845,138.0
7326,508,50.0
7327,789,77.0
7328,236,100.0
7329,803,47.0
7330,982,92.0
7331,no_MT,64.0
7332,238,75.0
7333,425,29.0
7334,645,81.0
7335,491,73.0
7336,852,28.0
7337,783,83.0
7338,943,59.0
7339,494,128.0
7340,840,32.0
7341,765,61.0
7342,459,40.0
7343,82,69.0
7344,896,48.0
7345,984,80.0
7346,979,7.0
7347,411,70.0
7348,966,82.0
7349,728,34.0
7350,751,45.0
7351,506,39.0
7352,670,99.0
7353,136,88.0
7354,613,71.0
7355,310,109.0
7356,97,22.0
7357,389,105.0
7358,636,42.0
7359,839,85.0
7360,672,47.0
7361,833,56.0
7362,896,68.0
7363,587,44.0
7364,787,109.0
7365,490,78.0
7366,784,72.0
7367,42,46.0
7368,627,61.0
7369,233,0.0
7370,585,58.0
7371,664,51.0
7372,489,14.0
7373,253,74.0
7374,778,27.0
7375,330,77.0
7376,301,88.0
7377,77,38.0
7378,260,118.0
7379,553,56.0
7380,698,59.0
7381,678,56.0
7382,856,44.0
7383,967,40.0
7384,711,60.0
7385,719,39.0
7386,79,60.0
7387,no_MT,28.0
7388,800,89.0
7389,670,73.0
7390,745,70.0
7391,880,81.0
7392,967,37.0
7393,779,44.0
7394,943,7.0
7395,306,34.0
7396,144,74.0
7397,742,34.0
7398,977,56.0
7399,892,30.0
7400,507,45.0
7401,783,87.0
7402,244,66.0
7403,171,5.0
7404,935,71.0
7405,555,120.0
7406,648,54.0
7407,822,28.0
7408,839,73.0
7409,380,43.0
7410,817,73.0
7411,669,72.0
7412,261,54.0
7413,949,42.0
7414,779,48.0
7415,228,81.0
7416,227,38.0
7417,186,14.0
7418,610,49.0
7419,142,32.0
7420,160,72.0
7421,568,42.0
7422,809,48.0
7423,451,42.0
7424,919,32.0
7425,461,25.0
7426,869,97.0
7427,679,101.0
7428,908,3.0
7429,128,79.0
7430,746,107.0
7431,896,52.0
7432,503,93.0
7433,820,70.0
7434,657,31.0
7435,935,78.0
7436,453,74.0
7437,803,59.0
7438,509,84.0
7439,150,55.0
7440,89,21.0
7441,809,90.0
7442,223,51.0
7443,354,32.0
7444,732,29.0
7445,836,36.0
7446,670,227.0
7447,431,69.0
7448,614,113.0
7449,669,90.0
7450,6,87.0
7451,473,14.0
7452,839,73.0
7453,820,27.0
7454,819,105.0
7455,488,47.0
7456,649,115.0
7457,186,78.0
7458,115,39.0
7459,610,102.0
7460,247,62.0
7461,502,77.0
7462,530,52.0
7463,294,74.0
7464,636,60.0
7465,823,59.0
7466,234,156.0
7467,324,44.0
7468,655,273.0
7469,258,56.0
7470,657,36.0
7471,504,14.0
7472,934,56.0
7473,64,57.0
7474,585,44.0
7475,637,155.0
7476,75,87.0
7477,603,49.0
7478,562,81.0
7479,887,46.0
7480,940,60.0
7481,859,32.0
7482,180,37.0
7483,24,102.0
7484,100,56.0
7485,89,59.0
7486,122,54.0
7487,407,113.0
7488,89,54.0
7489,872,27.0
7490,924,68.0
7491,965,71.0
7492,no_MT,21.0
7493,175,44.0
7494,941,85.0
7495,706,50.0
7496,679,75.0
7497,440,85.0
7498,310,98.0
7499,68,61.0
7500,758,37.0
7501,341,146.0
7502,886,38.0
7503,53,126.0
7504,no_MT,36.0
7505,979,38.0
7506,306,109.0
7507,819,91.0
7508,451,62.0
7509,589,61.0
7510,907,38.0
7511,765,46.0
7512,75,59.0
7513,210,73.0
7514,837,31.0
7515,949,77.0
7516,471,55.0
7517,852,42.0
7518,no_MT,33.0
7519,214,65.0
7520,862,54.0
7521,166,78.0
7522,106,26.0
7523,613,64.0
7524,854,91.0
7525,128,43.0
7526,813,70.0
7527,96,98.0
7528,248,57.0
7529,294,46.0
7530,977,70.0
7531,377,100.0
7532,186,81.0
7533,26,89.0
7534,966,101.0
7535,267,106.0
7536,819,86.0
7537,704,55.0
7538,636,11.0
7539,126,53.0
7540,779,51.0
7541,500,79.0
7542,138,68.0
7543,413,30.0
7544,152,52.0
7545,834,29.0
7546,782,55.0
7547,19,108.0
7548,613,80.0
7549,300,62.0
7550,171,126.0
7551,247,0.0
7552,470,7.0
7553,94,57.0
7554,223,82.0
7555,474,61.0
7556,175,78.0
7557,494,94.0
7558,784,44.0
7559,951,29.0
7560,492,92.0
7561,no_MT,34.0
7562,991,50.0
7563,613,49.0
7564,789,33.0
7565,29,58.0
7566,415,57.0
7567,787,95.0
7568,979,82.0
7569,326,42.0
7570,41,57.0
7571,492,74.0
7572,746,63.0
7573,809,57.0
7574,510,104.0
7575,970,93.0
7576,551,94.0
7577,232,68.0
7578,402,48.0
7579,216,36.0
7580,341,56.0
7581,847,91.0
7582,982,8.0
7583,958,54.0
7584,662,60.0
7585,494,88.0
7586,113,78.0
7587,319,55.0
7588,300,34.0
7589,876,48.0
7590,629,30.0
7591,415,78.0
7592,548,46.0
7593,900,36.0
7594,28,43.0
7595,431,116.0
7596,941,77.0
7597,665,7.0
7598,9,39.0
7599,30,64.0
7600,535,36.0
7601,582,65.0
7602,419,61.0
7603,773,154.0
7604,223,63.0
7605,186,77.0
7606,732,67.0
7607,220,83.0
7608,809,108.0
7609,312,48.0
7610,95,96.0
7611,221,43.0
7612,180,94.0
7613,430,101.0
7614,175,34.0
7615,747,128.0
7616,99,22.0
7617,312,65.0
7618,729,77.0
7619,87,45.0
7620,164,53.0
7621,644,80.0
7622,679,46.0
7623,826,80.0
7624,748,35.0
7625,131,28.0
7626,986,28.0
7627,790,40.0
7628,326,44.0
7629,77,43.0
7630,267,53.0
7631,107,140.0
7632,413,36.0
7633,573,48.0
7634,851,47.0
7635,652,17.0
7636,862,38.0
7637,0,84.0
7638,164,70.0
7639,626,43.0
7640,247,33.0
7641,312,55.0
7642,473,37.0
7643,867,97.0
7644,377,33.0
7645,662,34.0
7646,244,62.0
7647,75,53.0
7648,138,61.0
7649,no_MT,24.0
7650,786,0.0
7651,851,58.0
7652,870,43.0
7653,81,7.0
7654,870,36.0
7655,787,86.0
7656,459,36.0
7657,276,48.0
7658,851,79.0
7659,845,35.0
7660,672,111.0
7661,212,54.0
7662,no_MT,30.0
7663,986,80.0
7664,629,48.0
7665,463,12.0
7666,645,63.0
7667,142,59.0
7668,291,45.0
7669,123,49.0
7670,869,45.0
7671,977,92.0
7672,803,36.0
7673,850,2.0
7674,872,102.0
7675,238,46.0
7676,291,62.0
7677,688,87.0
7678,866,73.0
7679,187,72.0
7680,573,43.0
7681,539,42.0
7682,500,43.0
7683,935,36.0
7684,324,58.0
7685,62,122.0
7686,696,22.0
7687,135,79.0
7688,672,47.0
7689,812,118.0
7690,720,77.0
7691,no_MT,48.0
7692,963,38.0
7693,491,49.0
7694,222,77.0
7695,87,81.0
7696,825,58.0
7697,688,83.0
7698,326,63.0
7699,898,31.0
7700,778,25.0
7701,698,54.0
7702,498,45.0
7703,598,60.0
7704,312,44.0
7705,119,33.0
7706,900,32.0
7707,no_MT,66.0
7708,821,37.0
7709,250,63.0
7710,422,73.0
7711,664,59.0
7712,637,124.0
7713,498,25.0
7714,645,42.0
7715,711,22.0
7716,508,70.0
7717,236,81.0
7718,952,46.0
7719,101,31.0
7720,885,19.0
7721,238,23.0
7722,711,7.0
7723,688,107.0
7724,735,80.0
7725,673,88.0
7726,870,79.0
7727,548,20.0
7728,69,65.0
7729,925,8.0
7730,501,35.0
7731,975,65.0
7732,227,86.0
7733,75,27.0
7734,813,62.0
7735,217,100.0
7736,862,22.0
7737,582,96.0
7738,276,31.0
7739,960,13.0
7740,483,89.0
7741,608,43.0
7742,769,62.0
7743,704,46.0
7744,924,60.0
7745,745,60.0
7746,494,78.0
7747,833,49.0
7748,908,47.0
7749,613,20.0
7750,145,150.0
7751,876,59.0
7752,728,92.0
7753,69,71.0
7754,898,45.0
7755,6,81.0
7756,854,20.0
7757,568,57.0
7758,688,56.0
7759,977,40.0
7760,150,71.0
7761,152,64.0
7762,987,112.0
7763,624,7.0
7764,129,58.0
7765,870,24.0
7766,286,74.0
7767,973,36.0
7768,368,71.0
7769,216,89.0
7770,453,52.0
7771,82,59.0
7772,935,62.0
7773,851,35.0
7774,955,7.0
7775,310,118.0
7776,548,118.0
7777,473,37.0
7778,5,92.0
7779,965,67.0
7780,306,77.0
7781,310,97.0
7782,509,7.0
7783,451,97.0
7784,186,99.0
7785,808,96.0
7786,595,125.0
7787,969,29.0
7788,487,53.0
7789,886,36.0
7790,228,35.0
7791,979,48.0
7792,494,80.0
7793,561,83.0
7794,471,23.0
7795,374,62.0
7796,656,66.0
7797,451,63.0
7798,655,75.0
7799,688,63.0
7800,821,86.0
7801,no_MT,12.0
7802,6,64.0
7803,830,71.0
7804,603,165.0
7805,401,94.0
7806,126,64.0
7807,498,41.0
7808,501,43.0
7809,40,24.0
7810,451,86.0
7811,13,116.0
7812,300,43.0
7813,704,0.0
7814,940,25.0
7815,306,49.0
7816,216,85.0
7817,136,20.0
7818,94,47.0
7819,821,65.0
7820,300,50.0
7821,75,46.0
7822,549,22.0
7823,185,77.0
7824,324,60.0
7825,644,90.0
7826,765,21.0
7827,431,23.0
7828,698,35.0
7829,815,33.0
7830,840,85.0
7831,85,41.0
7832,561,73.0
7833,483,57.0
7834,783,62.0
7835,971,49.0
7836,0,75.0
7837,876,70.0
7838,760,26.0
7839,269,41.0
7840,286,49.0
7841,965,75.0
7842,415,87.0
7843,223,105.0
7844,724,52.0
7845,14,49.0
7846,964,87.0
7847,577,126.0
7848,958,70.0
7849,421,61.0
7850,75,73.0
7851,527,36.0
7852,859,26.0
7853,268,99.0
7854,51,65.0
7855,787,41.0
7856,905,137.0
7857,617,71.0
7858,885,74.0
7859,629,42.0
7860,no_MT,28.0
7861,273,92.0
7862,851,69.0
7863,268,48.0
7864,531,7.0
7865,970,74.0
7866,680,80.0
7867,183,74.0
7868,743,43.0
7869,138,35.0
7870,859,38.0
7871,32,82.0
7872,341,43.0
7873,630,37.0
7874,809,34.0
7875,23,64.0
7876,238,39.0
7877,260,111.0
7878,97,50.0
7879,76,32.0
7880,826,50.0
7881,435,54.0
7882,610,64.0
7883,765,29.0
7884,618,63.0
7885,848,69.0
7886,214,80.0
7887,41,135.0
7888,438,52.0
7889,501,47.0
7890,502,39.0
7891,164,76.0
7892,no_MT,75.0
7893,453,50.0
7894,421,63.0
7895,69,58.0
7896,924,20.0
7897,665,62.0
7898,845,121.0
7899,369,26.0
7900,76,58.0
7901,492,23.0
7902,820,70.0
7903,503,49.0
7904,637,91.0
7905,854,21.0
7906,211,85.0
7907,595,34.0
7908,833,88.0
7909,175,73.0
7910,494,51.0
7911,553,65.0
7912,688,82.0
7913,171,54.0
7914,872,22.0
7915,326,51.0
7916,277,63.0
7917,312,47.0
7918,419,48.0
7919,210,21.0
7920,862,70.0
7921,970,71.0
7922,415,62.0
7923,89,118.0
7924,498,79.0
7925,no_MT,70.0
7926,354,57.0
7927,857,109.0
7928,122,231.0
7929,341,45.0
7930,910,61.0
7931,no_MT,67.0
7932,951,68.0
7933,558,66.0
7934,858,57.0
7935,862,61.0
7936,261,61.0
7937,598,87.0
7938,627,27.0
7939,154,62.0
7940,95,59.0
7941,748,44.0
7942,152,78.0
7943,669,63.0
7944,355,8.0
7945,871,71.0
7946,963,35.0
7947,622,63.0
7948,41,41.0
7949,555,62.0
7950,331,58.0
7951,898,124.0
7952,587,109.0
7953,126,7.0
7954,936,98.0
7955,619,40.0
7956,920,54.0
7957,817,90.0
7958,672,26.0
7959,209,73.0
7960,637,148.0
7961,867,106.0
7962,193,60.0
7963,463,76.0
7964,223,73.0
7965,494,89.0
7966,29,70.0
7967,435,42.0
7968,221,36.0
7969,79,24.0
7970,719,84.0
7971,408,47.0
7972,87,53.0
7973,76,54.0
7974,787,97.0
7975,580,157.0
7976,784,82.0
7977,310,72.0
7978,no_MT,102.0
7979,299,34.0
7980,524,32.0
7981,42,28.0
7982,315,66.0
7983,696,51.0
7984,713,87.0
7985,621,35.0
7986,483,95.0
7987,740,70.0
7988,541,119.0
7989,426,45.0
7990,483,104.0
7991,232,93.0
7992,892,40.0
7993,30,53.0
7994,501,79.0
7995,252,67.0
7996,435,45.0
7997,558,54.0
7998,819,85.0
7999,941,111.0
8000,410,47.0
8001,821,26.0
8002,41,65.0
8003,236,30.0
8004,845,170.0
8005,273,66.0
8006,949,94.0
8007,510,96.0
8008,319,98.0
8009,568,42.0
8010,no_MT,44.0
8011,no_MT,48.0
8012,98,53.0
8013,936,77.0
8014,949,80.0
8015,593,17.0
8016,676,37.0
8017,438,71.0
8018,312,74.0
8019,765,57.0
8020,426,46.0
8021,415,68.0
8022,657,52.0
8023,672,76.0
8024,490,54.0
8025,841,84.0
8026,672,47.0
8027,317,74.0
8028,900,44.0
8029,193,38.0
8030,585,59.0
8031,429,76.0
8032,138,96.0
8033,17,56.0
8034,972,104.0
8035,945,43.0
8036,321,91.0
8037,95,87.0
8038,106,65.0
8039,308,59.0
8040,678,37.0
8041,410,70.0
8042,525,42.0
8043,507,65.0
8044,187,53.0
8045,164,91.0
8046,845,93.0
8047,859,44.0
8048,488,79.0
8049,648,75.0
8050,803,56.0
8051,82,28.0
8052,644,19.0
8053,368,7.0
8054,812,96.0
8055,337,77.0
8056,355,51.0
8057,598,137.0
8058,129,22.0
8059,408,40.0
8060,825,58.0
8061,306,75.0
8062,33,81.0
8063,210,42.0
8064,593,57.0
8065,424,112.0
8066,471,46.0
8067,614,100.0
8068,808,35.0
8069,791,58.0
8070,825,78.0
8071,514,110.0
8072,110,15.0
8073,202,42.0
8074,791,36.0
8075,118,62.0
8076,614,36.0
8077,374,14.0
8078,216,77.0
8079,152,55.0
8080,731,18.0
8081,378,85.0
8082,857,54.0
8083,185,71.0
8084,670,90.0
8085,746,33.0
8086,608,77.0
8087,748,49.0
8088,275,51.0
8089,977,76.0
8090,503,62.0
8091,369,34.0
8092,597,72.0
8093,696,74.0
8094,532,80.0
8095,103,31.0
8096,845,30.0
8097,76,43.0
8098,435,76.0
8099,732,71.0
8100,310,119.0
8101,535,87.0
8102,524,46.0
8103,114,50.0
8104,435,46.0
8105,94,39.0
8106,244,54.0
8107,312,70.0
8108,656,29.0
8109,311,51.0
8110,906,55.0
8111,571,67.0
8112,644,56.0
8113,987,40.0
8114,700,45.0
8115,786,96.0
8116,873,111.0
8117,9,80.0
8118,77,13.0
8119,791,119.0
8120,113,45.0
8121,684,52.0
8122,570,42.0
8123,29,14.0
8124,956,29.0
8125,741,58.0
8126,233,69.0
8127,216,109.0
8128,745,67.0
8129,408,48.0
8130,595,99.0
8131,595,43.0
8132,500,82.0
8133,354,3.0
8134,936,64.0
8135,28,56.0
8136,366,11.0
8137,13,46.0
8138,no_MT,76.0
8139,859,30.0
8140,724,39.0
8141,355,6.0
8142,416,20.0
8143,319,49.0
8144,no_MT,7.0
8145,903,43.0
8146,415,62.0
8147,87,66.0
8148,230,64.0
8149,680,28.0
8150,871,67.0
8151,426,77.0
8152,164,21.0
8153,583,21.0
8154,636,67.0
8155,723,76.0
8156,982,98.0
8157,994,65.0
8158,665,45.0
8159,936,60.0
8160,850,38.0
8161,581,32.0
8162,431,53.0
8163,406,59.0
8164,382,25.0
8165,216,105.0
8166,873,98.0
8167,12,42.0
8168,958,84.0
8169,253,54.0
8170,619,69.0
8171,150,69.0
8172,775,78.0
8173,311,50.0
8174,943,76.0
8175,800,73.0
8176,161,28.0
8177,150,50.0
8178,856,34.0
8179,670,158.0
8180,354,35.0
8181,504,83.0
8182,936,66.0
8183,276,43.0
8184,719,122.0
8185,438,79.0
8186,37,52.0
8187,883,87.0
8188,673,63.0
8189,656,39.0
8190,587,35.0
8191,306,66.0
8192,316,57.0
8193,847,19.0
8194,775,42.0
8195,187,80.0
8196,269,33.0
8197,800,64.0
8198,648,71.0
8199,374,69.0
8200,858,184.0
8201,664,72.0
8202,903,133.0
8203,424,192.0
8204,898,28.0
8205,no_MT,61.0
8206,593,88.0
8207,510,65.0
8208,680,86.0
8209,731,62.0
8210,94,67.0
8211,499,31.0
8212,498,90.0
8213,748,28.0
8214,872,172.0
8215,837,62.0
8216,69,0.0
8217,753,72.0
8218,228,34.0
8219,951,43.0
8220,680,140.0
8221,504,109.0
8222,548,39.0
8223,119,83.0
8224,680,42.0
8225,no_MT,39.0
8226,291,37.0
8227,841,45.0
8228,248,62.0
8229,595,52.0
8230,398,76.0
8231,354,39.0
8232,973,58.0
8233,138,34.0
8234,507,14.0
8235,936,32.0
8236,876,106.0
8237,549,30.0
8238,22,24.0
8239,965,31.0
8240,213,76.0
8241,463,88.0
8242,665,31.0
8243,530,93.0
8244,919,14.0
8245,679,75.0
8246,841,131.0
8247,951,82.0
8248,no_MT,63.0
8249,614,78.0
8250,151,110.0
8251,958,79.0
8252,568,50.0
8253,672,27.0
8254,502,70.0
8255,17,49.0
8256,979,83.0
8257,131,80.0
8258,862,61.0
8259,285,52.0
8260,822,85.0
8261,252,35.0
8262,507,119.0
8263,558,49.0
8264,979,58.0
8265,800,55.0
8266,77,27.0
8267,555,55.0
8268,268,53.0
8269,644,43.0
8270,210,107.0
8271,803,74.0
8272,248,92.0
8273,98,65.0
8274,908,14.0
8275,929,66.0
8276,232,75.0
8277,596,43.0
8278,no_MT,58.0
8279,131,101.0
8280,316,21.0
8281,37,20.0
8282,761,0.0
8283,514,58.0
8284,126,102.0
8285,539,58.0
8286,291,95.0
8287,387,110.0
8288,490,65.0
8289,261,44.0
8290,387,81.0
8291,41,59.0
8292,233,113.0
8293,580,114.0
8294,841,44.0
8295,908,89.0
8296,934,58.0
8297,535,64.0
8298,113,38.0
8299,840,7.0
8300,895,29.0
8301,535,80.0
8302,434,18.0
8303,141,95.0
8304,977,39.0
8305,784,67.0
8306,751,62.0
8307,873,71.0
8308,311,8.0
8309,967,55.0
8310,503,35.0
8311,182,22.0
8312,131,37.0
8313,119,28.0
8314,903,139.0
8315,830,57.0
8316,908,63.0
8317,402,59.0
8318,608,105.0
8319,808,28.0
8320,553,84.0
8321,741,104.0
8322,95,68.0
8323,145,53.0
8324,871,74.0
8325,6,83.0
8326,294,56.0
8327,410,43.0
8328,424,40.0
8329,532,14.0
8330,217,82.0
8331,964,81.0
8332,291,117.0
8333,852,41.0
8334,411,50.0
8335,79,55.0
8336,709,20.0
8337,929,52.0
8338,643,44.0
8339,591,15.0
8340,26,131.0
8341,808,61.0
8342,no_MT,56.0
8343,91,22.0
8344,789,119.0
8345,813,97.0
8346,541,53.0
8347,508,91.0
8348,120,101.0
8349,724,36.0
8350,119,85.0
8351,665,50.0
8352,820,69.0
8353,732,45.0
8354,407,21.0
8355,386,11.0
8356,970,82.0
8357,326,53.0
8358,172,45.0
8359,561,69.0
8360,841,86.0
8361,154,44.0
8362,955,56.0
8363,751,32.0
8364,619,51.0
8365,979,18.0
8366,963,20.0
8367,779,49.0
8368,223,77.0
8369,856,139.0
8370,972,36.0
8371,461,0.0
8372,438,1.0
8373,876,7.0
8374,251,52.0
8375,312,107.0
8376,135,33.0
8377,966,87.0
8378,53,119.0
8379,170,34.0
8380,238,64.0
8381,908,43.0
8382,504,58.0
8383,949,42.0
8384,128,28.0
8385,277,57.0
8386,803,37.0
8387,713,54.0
8388,19,155.0
8389,248,82.0
8390,561,89.0
8391,967,55.0
8392,501,96.0
8393,316,32.0
8394,664,68.0
8395,760,74.0
8396,862,161.0
8397,936,32.0
8398,220,57.0
8399,848,46.0
8400,862,21.0
8401,317,32.0
8402,969,40.0
8403,22,22.0
8404,876,111.0
8405,909,57.0
8406,269,0.0
8407,473,60.0
8408,963,33.0
8409,986,49.0
8410,146,54.0
8411,670,48.0
8412,407,52.0
8413,299,63.0
8414,731,0.0
8415,664,34.0
8416,742,62.0
8417,103,66.0
8418,402,76.0
8419,787,67.0
8420,507,81.0
8421,189,125.0
8422,936,78.0
8423,973,121.0
8424,868,73.0
8425,130,64.0
8426,961,60.0
8427,426,101.0
8428,548,73.0
8429,573,61.0
8430,94,84.0
8431,909,22.0
8432,819,118.0
8433,394,47.0
8434,657,56.0
8435,432,46.0
8436,486,59.0
8437,419,89.0
8438,712,40.0
8439,216,103.0
8440,527,27.0
8441,696,50.0
8442,233,52.0
8443,949,53.0
8444,239,93.0
8445,138,55.0
8446,965,42.0
8447,751,50.0
8448,670,77.0
8449,856,14.0
8450,113,33.0
8451,561,142.0
8452,250,49.0
8453,711,51.0
8454,681,72.0
8455,509,88.0
8456,945,71.0
8457,670,97.0
8458,568,52.0
8459,408,50.0
8460,42,122.0
8461,252,66.0
8462,657,76.0
8463,747,95.0
8464,486,87.0
8465,619,51.0
8466,415,74.0
8467,577,121.0
8468,963,0.0
8469,138,33.0
8470,820,66.0
8471,943,67.0
8472,935,55.0
8473,253,42.0
8474,483,119.0
8475,473,35.0
8476,895,53.0
8477,222,69.0
8478,790,77.0
8479,524,47.0
8480,745,33.0
8481,442,36.0
8482,144,9.0
8483,858,63.0
8484,182,57.0
8485,854,29.0
8486,69,101.0
8487,378,69.0
8488,474,21.0
8489,138,83.0
8490,87,42.0
8491,5,42.0
8492,489,42.0
8493,402,35.0
8494,934,51.0
8495,484,25.0
8496,no_MT,74.0
8497,327,0.0
8498,906,63.0
8499,no_MT,40.0
8500,28,86.0
8501,856,149.0
8502,261,42.0
8503,847,0.0
8504,610,31.0
8505,316,38.0
8506,698,103.0
8507,14,42.0
8508,28,40.0
8509,941,36.0
8510,613,35.0
8511,42,82.0
8512,532,29.0
8513,775,59.0
8514,501,124.0
8515,853,107.0
8516,17,43.0
8517,294,64.0
8518,166,54.0
8519,498,31.0
8520,907,23.0
8521,129,43.0
8522,483,54.0
8523,422,136.0
8524,386,33.0
8525,337,34.0
8526,459,30.0
8527,76,60.0
8528,no_MT,78.0
8529,900,20.0
8530,986,130.0
8531,934,60.0
8532,406,53.0
8533,122,21.0
8534,672,63.0
8535,986,47.0
8536,no_MT,86.0
8537,793,28.0
8538,934,58.0
8539,908,65.0
8540,36,19.0
8541,870,86.0
8542,857,43.0
8543,698,161.0
8544,773,75.0
8545,859,21.0
8546,258,101.0
8547,830,56.0
8548,787,91.0
8549,236,59.0
8550,820,76.0
8551,109,14.0
8552,53,50.0
8553,945,61.0
8554,294,49.0
8555,368,7.0
8556,453,62.0
8557,22,45.0
8558,486,76.0
8559,676,54.0
8560,330,72.0
8561,752,62.0
8562,111,136.0
8563,no_MT,45.0
8564,775,51.0
8565,753,94.0
8566,193,56.0
8567,118,57.0
8568,753,104.0
8569,222,80.0
8570,742,15.0
8571,188,51.0
8572,401,58.0
8573,746,57.0
8574,5,45.0
8575,809,52.0
8576,649,56.0
8577,180,68.0
8578,209,64.0
8579,301,57.0
8580,310,102.0
8581,775,45.0
8582,561,21.0
8583,539,85.0
8584,500,73.0
8585,146,77.0
8586,484,76.0
8587,238,49.0
8588,914,29.0
8589,786,96.0
8590,53,28.0
8591,595,120.0
8592,726,86.0
8593,24,45.0
8594,377,9.0
8595,152,49.0
8596,657,43.0
8597,386,41.0
8598,484,31.0
8599,no_MT,69.0
8600,no_MT,63.0
8601,312,18.0
8602,97,112.0
8603,570,36.0
8604,839,41.0
8605,637,40.0
8606,374,42.0
8607,193,46.0
8608,498,100.0
8609,648,35.0
8610,886,64.0
8611,908,32.0
8612,761,230.0
8613,151,74.0
8614,836,36.0
8615,970,39.0
8616,463,54.0
8617,791,30.0
8618,787,49.0
8619,749,12.0
8620,315,40.0
8621,216,51.0
8622,898,71.0
8623,10,60.0
8624,699,64.0
8625,94,39.0
8626,368,43.0
8627,859,23.0
8628,667,112.0
8629,962,6.0
8630,857,48.0
8631,202,10.0
8632,559,40.0
8633,no_MT,57.0
8634,81,13.0
8635,248,112.0
8636,683,64.0
8637,973,69.0
8638,532,49.0
8639,114,48.0
8640,830,77.0
8641,656,51.0
8642,204,81.0
8643,726,78.0
8644,306,82.0
8645,680,122.0
8646,808,90.0
8647,751,36.0
8648,138,83.0
8649,970,34.0
8650,35,102.0
8651,213,30.0
8652,29,82.0
8653,854,43.0
8654,786,34.0
8655,82,14.0
8656,411,49.0
8657,136,52.0
8658,581,79.0
8659,150,27.0
8660,787,107.0
8661,873,130.0
8662,211,71.0
8663,19,129.0
8664,975,49.0
8665,994,78.0
8666,859,30.0
8667,494,101.0
8668,561,76.0
8669,657,49.0
8670,870,111.0
8671,955,103.0
8672,9,81.0
8673,924,60.0
8674,673,63.0
