passenger,line,mod_cost
8675,644,43.0
8676,194,26.0
8677,782,97.0
8678,23,86.0
8679,75,97.0
8680,548,66.0
8681,89,21.0
8682,186,79.0
8683,853,28.0
8684,316,42.0
8685,876,26.0
8686,471,47.0
8687,120,138.0
8688,941,41.0
8689,18,54.0
8690,549,30.0
8691,355,39.0
8692,128,62.0
8693,899,37.0
8694,679,80.0
8695,994,49.0
8696,582,51.0
8697,94,50.0
8698,765,86.0
8699,185,94.0
8700,699,55.0
8701,850,20.0
8702,293,49.0
8703,233,93.0
8704,787,113.0
8705,580,91.0
8706,581,47.0
8707,216,0.0
8708,555,121.0
8709,251,129.0
8710,227,78.0
8711,882,110.0
8712,172,78.0
8713,233,57.0
8714,164,28.0
8715,97,64.0
8716,848,28.0
8717,568,36.0
8718,87,66.0
8719,535,98.0
8720,128,53.0
8721,624,20.0
8722,211,55.0
8723,206,46.0
8724,497,36.0
8725,678,21.0
8726,213,92.0
8727,306,105.0
8728,415,61.0
8729,189,36.0
8730,30,79.0
8731,810,49.0
8732,903,136.0
8733,438,169.0
8734,354,57.0
8735,498,40.0
8736,145,87.0
8737,276,65.0
8738,679,79.0
8739,500,7.0
8740,310,117.0
8741,892,81.0
8742,775,60.0
8743,673,65.0
8744,486,56.0
8745,233,63.0
8746,568,8.0
8747,269,67.0
8748,220,27.0
8749,421,137.0
8750,490,117.0
8751,103,40.0
8752,227,67.0
8753,856,33.0
8754,799,62.0
8755,548,48.0
8756,833,55.0
8757,709,23.0
8758,10,41.0
8759,745,21.0
8760,789,67.0
8761,972,64.0
8762,268,24.0
8763,425,42.0
8764,561,60.0
8765,796,77.0
8766,53,68.0
8767,966,50.0
8768,451,43.0
8769,133,68.0
8770,120,57.0
8771,473,49.0
8772,507,71.0
8773,819,62.0
8774,473,74.0
8775,803,44.0
8776,180,80.0
8777,no_MT,43.0
8778,161,38.0
8779,613,42.0
8780,239,23.0
8781,883,49.0
8782,946,41.0
8783,180,48.0
8784,955,75.0
8785,945,154.0
8786,887,72.0
8787,94,139.0
8788,909,82.0
8789,123,7.0
8790,688,133.0
8791,326,30.0
8792,857,127.0
8793,251,82.0
8794,753,110.0
8795,492,75.0
8796,138,64.0
8797,549,76.0
8798,210,124.0
8799,486,60.0
8800,103,36.0
8801,593,83.0
8802,432,26.0
8803,239,53.0
8804,284,174.0
8805,505,44.0
8806,791,40.0
8807,213,45.0
8808,260,106.0
8809,341,48.0
8810,316,43.0
8811,76,106.0
8812,69,46.0
8813,525,48.0
8814,447,57.0
8815,421,71.0
8816,856,72.0
8817,945,7.0
8818,122,42.0
8819,935,72.0
8820,943,46.0
8821,648,64.0
8822,867,82.0
8823,484,72.0
8824,626,29.0
8825,138,87.0
8826,619,60.0
8827,394,53.0
8828,679,84.0
8829,548,24.0
8830,733,143.0
8831,825,40.0
8832,680,67.0
8833,233,53.0
8834,484,57.0
8835,970,80.0
8836,62,61.0
8837,924,41.0
8838,319,45.0
8839,311,75.0
8840,819,34.0
8841,745,24.0
8842,753,105.0
8843,69,17.0
8844,81,50.0
8845,206,69.0
8846,32,66.0
8847,839,37.0
8848,470,30.0
8849,856,16.0
8850,525,63.0
8851,561,91.0
8852,925,8.0
8853,138,64.0
8854,834,23.0
8855,492,147.0
8856,508,92.0
8857,589,143.0
8858,319,10.0
8859,253,63.0
8860,401,20.0
8861,21,57.0
8862,459,77.0
8863,711,29.0
8864,665,47.0
8865,126,46.0
8866,900,48.0
8867,892,56.0
8868,19,124.0
8869,266,132.0
8870,979,79.0
8871,549,129.0
8872,228,156.0
8873,210,34.0
8874,217,24.0
8875,211,39.0
8876,341,49.0
8877,320,32.0
8878,873,46.0
8879,484,45.0
8880,521,98.0
8881,40,41.0
8882,419,117.0
8883,79,59.0
8884,790,29.0
8885,760,45.0
8886,580,83.0
8887,728,74.0
8888,810,27.0
8889,473,41.0
8890,973,62.0
8891,243,191.0
8892,no_MT,58.0
8893,650,22.0
8894,484,102.0
8895,273,76.0
8896,506,16.0
8897,964,119.0
8898,598,83.0
8899,319,34.0
8900,648,74.0
8901,502,77.0
8902,868,77.0
8903,502,41.0
8904,695,12.0
8905,613,85.0
8906,253,83.0
8907,619,40.0
8908,94,101.0
8909,610,55.0
8910,228,131.0
8911,408,46.0
8912,483,34.0
8913,585,42.0
8914,507,60.0
8915,80,37.0
8916,473,43.0
8917,267,50.0
8918,331,88.0
8919,408,43.0
8920,no_MT,43.0
8921,614,115.0
8922,676,98.0
8923,180,64.0
8924,454,37.0
8925,917,35.0
8926,498,111.0
8927,935,53.0
8928,223,60.0
8929,424,36.0
8930,919,44.0
8931,425,45.0
8932,406,55.0
8933,401,88.0
8934,212,34.0
8935,138,42.0
8936,331,120.0
8937,277,36.0
8938,368,85.0
8939,580,88.0
8940,819,50.0
8941,925,20.0
8942,341,86.0
8943,251,56.0
8944,867,120.0
8945,152,72.0
8946,10,14.0
8947,637,117.0
8948,19,61.0
8949,172,32.0
8950,786,126.0
8951,987,2.0
8952,840,61.0
8953,965,66.0
8954,95,49.0
8955,673,29.0
8956,676,46.0
8957,716,99.0
8958,435,45.0
8959,665,91.0
8960,943,39.0
8961,802,86.0
8962,582,85.0
8963,326,20.0
8964,356,102.0
8965,123,43.0
8966,820,49.0
8967,29,41.0
8968,820,49.0
8969,387,84.0
8970,407,26.0
8971,665,78.0
8972,542,55.0
8973,32,46.0
8974,119,43.0
8975,291,65.0
8976,970,89.0
8977,555,52.0
8978,484,29.0
8979,251,66.0
8980,228,87.0
8981,182,37.0
8982,746,43.0
8983,907,89.0
8984,735,45.0
8985,637,71.0
8986,160,58.0
8987,530,54.0
8988,966,7.0
8989,507,45.0
8990,665,28.0
8991,492,20.0
8992,815,38.0
8993,983,43.0
8994,431,74.0
8995,453,39.0
8996,490,107.0
8997,760,28.0
8998,699,64.0
8999,202,111.0
9000,319,109.0
9001,688,61.0
9002,451,78.0
9003,37,47.0
9004,210,46.0
9005,no_MT,63.0
9006,679,27.0
9007,614,162.0
9008,613,41.0
9009,337,62.0
9010,765,46.0
9011,138,51.0
9012,833,13.0
9013,561,54.0
9014,33,37.0
9015,834,48.0
9016,41,56.0
9017,819,52.0
9018,273,47.0
9019,965,66.0
9020,193,33.0
9021,664,54.0
9022,858,87.0
9023,830,61.0
9024,971,7.0
9025,842,74.0
9026,426,82.0
9027,970,29.0
9028,765,94.0
9029,514,43.0
9030,971,48.0
9031,106,82.0
9032,175,21.0
9033,688,64.0
9034,857,35.0
9035,802,48.0
9036,549,19.0
9037,75,7.0
9038,79,21.0
9039,706,48.0
9040,no_MT,62.0
9041,809,67.0
9042,810,24.0
9043,119,56.0
9044,101,58.0
9045,808,27.0
9046,882,101.0
9047,624,27.0
9048,300,57.0
9049,673,90.0
9050,606,198.0
9051,415,80.0
9052,830,129.0
9053,387,54.0
9054,753,85.0
9055,787,100.0
9056,170,82.0
9057,967,87.0
9058,509,42.0
9059,809,87.0
9060,969,72.0
9061,837,43.0
9062,315,178.0
9063,977,28.0
9064,216,84.0
9065,876,64.0
9066,500,42.0
9067,924,119.0
9068,289,83.0
9069,969,50.0
9070,813,85.0
9071,151,68.0
9072,905,63.0
9073,0,57.0
9074,306,72.0
9075,905,33.0
9076,189,91.0
9077,617,55.0
9078,908,42.0
9079,742,71.0
9080,834,60.0
9081,975,30.0
9082,216,44.0
9083,819,59.0
9084,248,91.0
9085,164,54.0
9086,304,69.0
9087,559,117.0
9088,260,55.0
9089,949,82.0
9090,266,90.0
9091,419,86.0
9092,42,133.0
9093,979,57.0
9094,164,43.0
9095,222,75.0
9096,699,113.0
9097,no_MT,43.0
9098,423,81.0
9099,688,48.0
9100,941,116.0
9101,896,27.0
9102,17,44.0
9103,189,88.0
9104,960,41.0
9105,128,67.0
9106,244,98.0
9107,943,88.0
9108,no_MT,74.0
9109,790,63.0
9110,180,50.0
9111,626,43.0
9112,128,45.0
9113,745,39.0
9114,291,39.0
9115,252,85.0
9116,285,92.0
9117,275,119.0
9118,608,40.0
9119,421,27.0
9120,87,0.0
9121,188,67.0
9122,421,84.0
9123,581,71.0
9124,656,37.0
9125,304,28.0
9126,720,79.0
9127,514,80.0
9128,673,75.0
9129,142,50.0
9130,821,70.0
9131,410,35.0
9132,107,32.0
9133,670,39.0
9134,949,79.0
9135,128,73.0
9136,26,54.0
9137,581,58.0
9138,425,154.0
9139,994,77.0
9140,845,87.0
9141,0,79.0
9142,211,95.0
9143,380,53.0
9144,970,54.0
9145,972,88.0
9146,870,85.0
9147,316,57.0
9148,810,26.0
9149,769,49.0
9150,836,52.0
9151,732,63.0
9152,740,24.0
9153,971,62.0
9154,387,77.0
9155,826,8.0
9156,491,52.0
9157,935,61.0
9158,657,55.0
9159,95,55.0
9160,499,30.0
9161,746,71.0
9162,94,142.0
9163,994,44.0
9164,151,79.0
9165,812,35.0
9166,211,57.0
9167,374,62.0
9168,514,35.0
9169,454,32.0
9170,819,64.0
9171,688,64.0
9172,494,139.0
9173,506,89.0
9174,676,77.0
9175,698,46.0
9176,319,9.0
9177,238,66.0
9178,138,63.0
9179,813,97.0
9180,180,57.0
9181,479,52.0
9182,19,86.0
9183,315,101.0
9184,845,45.0
9185,699,36.0
9186,793,34.0
9187,187,20.0
9188,892,85.0
9189,544,37.0
9190,841,77.0
9191,no_MT,84.0
9192,189,102.0
9193,521,22.0
9194,966,60.0
9195,892,56.0
9196,793,47.0
9197,854,29.0
9198,867,76.0
9199,837,112.0
9200,709,34.0
9201,751,54.0
9202,823,14.0
9203,152,72.0
9204,896,7.0
9205,791,39.0
9206,845,67.0
9207,565,64.0
9208,424,58.0
9209,489,21.0
9210,626,57.0
9211,888,65.0
9212,500,73.0
9213,821,62.0
9214,745,39.0
9215,648,42.0
9216,853,85.0
9217,422,151.0
9218,837,34.0
9219,121,36.0
9220,479,60.0
9221,896,93.0
9222,304,203.0
9223,680,46.0
9224,312,78.0
9225,310,110.0
9226,667,17.0
9227,971,29.0
9228,454,45.0
9229,793,0.0
9230,152,54.0
9231,64,137.0
9232,833,116.0
9233,421,74.0
9234,972,53.0
9235,166,88.0
9236,854,7.0
9237,321,63.0
9238,386,50.0
9239,973,82.0
9240,no_MT,25.0
9241,29,25.0
9242,135,39.0
9243,500,71.0
9244,672,47.0
9245,972,64.0
9246,89,74.0
9247,514,53.0
9248,745,76.0
9249,924,55.0
9250,382,13.0
9251,411,63.0
9252,186,70.0
9253,62,67.0
9254,87,91.0
9255,975,108.0
9256,276,101.0
9257,742,54.0
9258,468,56.0
9259,495,27.0
9260,837,41.0
9261,18,83.0
9262,731,74.0
9263,660,51.0
9264,963,77.0
9265,106,0.0
9266,187,70.0
9267,689,36.0
9268,185,62.0
9269,113,80.0
9270,826,80.0
9271,216,35.0
9272,963,42.0
9273,308,67.0
9274,62,105.0
9275,154,81.0
9276,951,14.0
9277,664,118.0
9278,982,71.0
9279,324,18.0
9280,866,111.0
9281,425,45.0
9282,122,56.0
9283,no_MT,131.0
9284,250,79.0
9285,753,19.0
9286,662,43.0
9287,501,50.0
9288,228,60.0
9289,200,75.0
9290,773,98.0
9291,36,71.0
9292,415,86.0
9293,459,63.0
9294,853,69.0
9295,670,66.0
9296,732,71.0
9297,no_MT,71.0
9298,138,113.0
9299,368,27.0
9300,239,65.0
9301,845,48.0
9302,731,26.0
9303,558,60.0
9304,473,28.0
9305,294,35.0
9306,936,83.0
9307,438,88.0
9308,610,62.0
9309,683,31.0
9310,no_MT,35.0
9311,14,86.0
9312,686,38.0
9313,994,76.0
9314,106,116.0
9315,652,50.0
9316,24,37.0
9317,432,112.0
9318,121,131.0
9319,146,86.0
9320,896,32.0
9321,289,53.0
9322,753,80.0
9323,561,96.0
9324,936,63.0
9325,610,33.0
9326,977,73.0
9327,627,38.0
9328,206,51.0
9329,304,84.0
9330,248,105.0
9331,535,92.0
9332,602,61.0
9333,374,90.0
9334,636,97.0
9335,664,40.0
9336,956,57.0
9337,833,38.0
9338,445,150.0
9339,786,56.0
9340,53,77.0
9341,no_MT,29.0
9342,741,42.0
9343,89,60.0
9344,652,204.0
9345,213,60.0
9346,917,77.0
9347,541,58.0
9348,311,32.0
9349,598,26.0
9350,266,115.0
9351,291,107.0
9352,637,122.0
9353,377,21.0
9354,419,93.0
9355,875,26.0
9356,423,57.0
9357,223,86.0
9358,79,64.0
9359,423,98.0
9360,30,86.0
9361,239,65.0
9362,123,58.0
9363,210,14.0
9364,731,48.0
9365,787,103.0
9366,447,22.0
9367,786,78.0
9368,258,29.0
9369,779,22.0
9370,612,87.0
9371,689,44.0
9372,432,58.0
9373,142,43.0
9374,435,39.0
9375,32,40.0
9376,461,29.0
9377,833,46.0
9378,969,53.0
9379,688,141.0
9380,597,68.0
9381,986,34.0
9382,812,70.0
9383,315,94.0
9384,679,33.0
9385,949,77.0
9386,233,59.0
9387,53,74.0
9388,no_MT,127.0
9389,294,104.0
9390,728,42.0
9391,862,56.0
9392,971,18.0
9393,583,26.0
9394,415,21.0
9395,868,75.0
9396,30,71.0
9397,529,61.0
9398,862,67.0
9399,243,93.0
9400,553,57.0
9401,128,91.0
9402,494,22.0
9403,368,43.0
9404,969,7.0
9405,970,86.0
9406,490,98.0
9407,426,36.0
9408,648,78.0
9409,500,60.0
9410,154,59.0
9411,424,108.0
9412,401,53.0
9413,319,47.0
9414,908,17.0
9415,589,42.0
9416,244,16.0
9417,164,21.0
9418,68,64.0
9419,813,152.0
9420,454,63.0
9421,497,8.0
9422,42,49.0
9423,95,0.0
9424,238,57.0
9425,422,109.0
9426,830,90.0
9427,415,44.0
9428,581,3.0
9429,424,44.0
9430,387,78.0
9431,432,37.0
9432,586,31.0
9433,960,53.0
9434,672,70.0
9435,672,20.0
9436,855,139.0
9437,994,83.0
9438,373,135.0
9439,994,34.0
9440,943,65.0
9441,495,75.0
9442,905,55.0
9443,118,56.0
9444,510,101.0
9445,94,46.0
9446,871,59.0
9447,238,50.0
9448,228,46.0
9449,161,51.0
9450,459,68.0
9451,529,53.0
9452,583,81.0
9453,824,53.0
9454,587,31.0
9455,119,50.0
9456,810,112.0
9457,798,36.0
9458,684,63.0
9459,430,89.0
9460,123,55.0
9461,186,65.0
9462,507,55.0
9463,684,75.0
9464,960,78.0
9465,454,80.0
9466,166,26.0
9467,64,35.0
9468,341,71.0
9469,617,7.0
9470,645,50.0
9471,131,31.0
9472,820,14.0
9473,386,61.0
9474,32,37.0
9475,180,81.0
9476,699,89.0
9477,583,82.0
9478,825,52.0
9479,728,78.0
9480,853,46.0
9481,377,75.0
9482,943,9.0
9483,636,76.0
9484,486,99.0
9485,no_MT,118.0
9486,424,72.0
9487,138,36.0
9488,264,92.0
9489,no_MT,76.0
9490,862,42.0
9491,837,99.0
9492,680,46.0
9493,35,82.0
9494,468,7.0
9495,614,104.0
9496,845,51.0
9497,920,110.0
9498,510,38.0
9499,220,135.0
9500,983,27.0
9501,830,48.0
9502,856,109.0
9503,435,36.0
9504,32,60.0
9505,386,21.0
9506,896,55.0
9507,175,49.0
9508,886,30.0
9509,402,37.0
9510,266,106.0
9511,741,31.0
9512,69,44.0
9513,962,42.0
9514,251,41.0
9515,867,22.0
9516,825,44.0
9517,326,33.0
9518,871,28.0
9519,784,43.0
9520,775,36.0
9521,275,53.0
9522,490,63.0
9523,492,78.0
9524,410,50.0
9525,869,29.0
9526,276,61.0
9527,549,26.0
9528,673,97.0
9529,17,15.0
9530,no_MT,80.0
9531,936,71.0
9532,629,75.0
9533,162,58.0
9534,909,46.0
9535,223,73.0
9536,859,54.0
9537,546,99.0
9538,75,47.0
9539,150,32.0
9540,97,131.0
9541,289,56.0
9542,498,68.0
9543,711,50.0
9544,337,36.0
9545,630,9.0
9546,826,55.0
9547,507,78.0
9548,244,27.0
9549,796,62.0
9550,402,39.0
9551,435,55.0
9552,369,86.0
9553,746,75.0
9554,657,29.0
9555,808,13.0
9556,854,80.0
9557,665,56.0
9558,no_MT,9.0
9559,21,37.0
9560,252,83.0
9561,765,52.0
9562,189,108.0
9563,585,55.0
9564,548,121.0
9565,778,53.0
9566,214,104.0
9567,943,23.0
9568,69,52.0
9569,854,56.0
9570,387,99.0
9571,277,59.0
9572,548,44.0
9573,42,41.0
9574,315,68.0
9575,299,57.0
9576,895,99.0
9577,260,40.0
9578,64,82.0
9579,468,55.0
9580,530,55.0
9581,977,65.0
9582,765,72.0
9583,726,21.0
9584,746,59.0
9585,613,27.0
9586,834,115.0
9587,819,82.0
9588,251,43.0
9589,216,45.0
9590,75,65.0
9591,500,56.0
9592,40,47.0
9593,210,27.0
9594,97,64.0
9595,657,46.0
9596,419,87.0
9597,99,16.0
9598,553,70.0
9599,36,91.0
9600,630,42.0
9601,580,99.0
9602,585,52.0
9603,209,22.0
9604,241,49.0
9605,28,46.0
9606,185,97.0
9607,946,14.0
9608,no_MT,27.0
9609,678,51.0
9610,969,27.0
9611,275,79.0
9612,636,42.0
9613,946,40.0
9614,802,46.0
9615,223,36.0
9616,733,97.0
9617,875,13.0
9618,558,35.0
9619,210,49.0
9620,321,46.0
9621,279,77.0
9622,425,60.0
9623,742,19.0
9624,129,44.0
9625,432,50.0
9626,268,31.0
9627,119,101.0
9628,977,44.0
9629,704,7.0
9630,610,46.0
9631,979,63.0
9632,809,107.0
9633,698,66.0
9634,247,104.0
9635,484,67.0
9636,451,90.0
9637,885,64.0
9638,834,38.0
9639,30,39.0
9640,no_MT,135.0
9641,268,70.0
9642,610,35.0
9643,335,27.0
9644,284,117.0
9645,561,61.0
9646,649,43.0
9647,361,10.0
9648,549,55.0
9649,no_MT,30.0
9650,114,60.0
9651,484,27.0
9652,459,20.0
9653,no_MT,76.0
9654,510,61.0
9655,424,69.0
9656,494,67.0
9657,887,31.0
9658,408,46.0
9659,784,30.0
9660,619,85.0
9661,799,34.0
9662,5,54.0
9663,907,58.0
9664,769,56.0
9665,261,57.0
9666,6,77.0
9667,32,67.0
9668,492,46.0
9669,311,69.0
9670,no_MT,30.0
9671,217,218.0
9672,917,61.0
9673,453,45.0
9674,247,50.0
9675,525,36.0
9676,308,90.0
9677,663,24.0
9678,791,71.0
9679,454,32.0
9680,5,22.0
9681,279,43.0
9682,678,55.0
9683,962,96.0
9684,413,36.0
9685,982,48.0
9686,820,66.0
9687,529,49.0
9688,258,60.0
9689,631,34.0
9690,845,15.0
9691,220,61.0
9692,40,38.0
9693,964,33.0
9694,845,28.0
9695,80,100.0
9696,279,49.0
9697,698,79.0
9698,731,66.0
9699,870,97.0
9700,787,77.0
9701,787,51.0
9702,648,34.0
9703,118,101.0
9704,488,83.0
9705,753,115.0
9706,233,77.0
9707,568,36.0
9708,837,51.0
9709,422,50.0
9710,852,15.0
9711,670,46.0
9712,813,83.0
9713,258,8.0
9714,0,42.0
9715,711,35.0
9716,851,54.0
9717,106,90.0
9718,19,105.0
9719,936,104.0
9720,277,70.0
9721,473,72.0
9722,885,56.0
9723,213,65.0
9724,228,97.0
9725,103,64.0
9726,681,48.0
9727,644,47.0
9728,no_MT,45.0
9729,306,44.0
9730,483,13.0
9731,479,107.0
9732,268,31.0
9733,64,95.0
9734,951,27.0
9735,131,50.0
9736,508,78.0
9737,963,19.0
9738,892,92.0
9739,699,63.0
9740,212,35.0
9741,706,91.0
9742,698,66.0
9743,382,65.0
9744,565,39.0
9745,962,28.0
9746,28,81.0
9747,5,28.0
9748,410,43.0
9749,200,80.0
9750,236,130.0
9751,624,49.0
9752,810,49.0
9753,387,51.0
9754,28,49.0
9755,875,27.0
9756,731,42.0
9757,951,76.0
9758,819,72.0
9759,683,50.0
9760,665,130.0
9761,277,74.0
9762,672,83.0
9763,96,35.0
9764,963,88.0
9765,29,27.0
9766,580,99.0
9767,898,84.0
9768,626,51.0
9769,972,17.0
9770,494,70.0
9771,502,57.0
9772,548,101.0
9773,965,15.0
9774,409,41.0
9775,670,93.0
9776,786,47.0
9777,128,74.0
9778,166,64.0
9779,306,61.0
9780,142,86.0
9781,742,35.0
9782,182,111.0
9783,559,46.0
9784,41,154.0
9785,142,53.0
9786,555,198.0
9787,470,15.0
9788,851,69.0
9789,669,71.0
9790,373,73.0
9791,277,0.0
9792,488,81.0
9793,503,117.0
9794,17,20.0
9795,726,50.0
9796,500,69.0
9797,321,112.0
9798,394,22.0
9799,128,74.0
9800,276,26.0
9801,126,129.0
9802,300,41.0
9803,783,50.0
9804,791,20.0
9805,no_MT,77.0
9806,799,27.0
9807,783,40.0
9808,786,91.0
9809,746,93.0
9810,935,47.0
9811,425,7.0
9812,679,66.0
9813,no_MT,49.0
9814,75,61.0
9815,994,25.0
9816,425,84.0
9817,541,100.0
9818,982,119.0
9819,595,34.0
9820,813,56.0
9821,162,77.0
9822,986,96.0
9823,532,63.0
9824,484,34.0
9825,185,89.0
9826,126,49.0
9827,507,70.0
9828,955,139.0
9829,258,88.0
9830,85,84.0
9831,524,75.0
9832,126,29.0
9833,834,42.0
9834,498,81.0
9835,530,27.0
9836,468,16.0
9837,497,46.0
9838,19,77.0
9839,36,38.0
9840,432,89.0
9841,731,46.0
9842,no_MT,35.0
9843,787,130.0
9844,720,29.0
9845,409,21.0
9846,509,77.0
9847,799,47.0
9848,248,12.0
9849,951,61.0
9850,892,57.0
9851,613,9.0
9852,141,33.0
9853,316,82.0
9854,103,44.0
9855,799,64.0
9856,421,31.0
9857,903,66.0
9858,492,41.0
9859,665,84.0
9860,936,51.0
9861,42,16.0
9862,873,18.0
9863,193,74.0
9864,503,22.0
9865,64,142.0
9866,494,65.0
9867,142,49.0
9868,868,81.0
9869,825,17.0
9870,80,22.0
9871,75,79.0
9872,649,119.0
9873,18,85.0
9874,327,25.0
9875,608,79.0
9876,949,55.0
9877,870,63.0
9878,499,63.0
9879,859,67.0
9880,840,70.0
9881,27,67.0
9882,535,89.0
9883,413,80.0
9884,368,70.0
9885,765,17.0
9886,234,63.0
9887,486,63.0
9888,867,118.0
9889,613,116.0
9890,273,32.0
9891,236,145.0
9892,94,60.0
9893,787,134.0
9894,260,49.0
9895,803,48.0
9896,0,66.0
9897,561,61.0
9898,378,59.0
9899,782,97.0
9900,589,125.0
9901,119,98.0
9902,613,50.0
9903,62,74.0
9904,582,42.0
9905,834,51.0
9906,85,98.0
9907,626,35.0
9908,756,84.0
9909,406,64.0
9910,643,88.0
9911,907,39.0
9912,791,153.0
9913,471,28.0
9914,210,78.0
9915,87,28.0
9916,40,28.0
9917,304,140.0
9918,82,102.0
9919,914,61.0
9920,75,31.0
9921,492,82.0
9922,335,97.0
9923,438,39.0
9924,994,52.0
9925,431,119.0
9926,no_MT,68.0
9927,914,39.0
9928,419,65.0
9929,711,71.0
9930,748,28.0
9931,994,84.0
9932,813,61.0
9933,491,106.0
9934,521,67.0
9935,75,20.0
9936,188,30.0
9937,115,43.0
9938,170,47.0
9939,553,91.0
9940,786,98.0
9941,419,67.0
9942,720,70.0
9943,152,17.0
9944,411,107.0
9945,819,92.0
9946,593,84.0
9947,648,108.0
9948,532,39.0
9949,269,14.0
9950,238,41.0
9951,622,6.0
9952,768,33.0
9953,555,77.0
9954,479,31.0
9955,459,54.0
9956,421,88.0
9957,629,49.0
9958,471,52.0
9959,910,67.0
9960,979,59.0
9961,366,56.0
9962,851,75.0
9963,258,62.0
9964,411,86.0
9965,830,68.0
9966,361,108.0
9967,120,99.0
9968,50,68.0
9969,664,60.0
9970,856,30.0
9971,501,76.0
9972,230,18.0
9973,821,53.0
9974,269,50.0
9975,593,57.0
9976,857,56.0
9977,810,47.0
9978,9,89.0
9979,786,85.0
9980,389,89.0
9981,501,48.0
9982,987,120.0
9983,260,14.0
9984,593,41.0
9985,386,25.0
9986,799,107.0
9987,803,21.0
9988,760,77.0
9989,856,53.0
9990,934,78.0
9991,732,45.0
9992,970,65.0
9993,965,59.0
9994,239,86.0
9995,683,60.0
9996,501,49.0
9997,17,66.0
9998,no_MT,45.0
9999,535,94.0
10000,401,87.0
10001,341,49.0
10002,800,64.0
10003,582,80.0
10004,54,24.0
10005,752,55.0
10006,553,31.0
10007,388,61.0
10008,133,24.0
10009,660,59.0
10010,539,51.0
10011,223,12.0
10012,742,75.0
10013,753,50.0
10014,87,62.0
10015,69,68.0
10016,166,55.0
10017,492,91.0
10018,551,41.0
10019,562,110.0
10020,374,41.0
10021,562,149.0
10022,949,86.0
10023,709,82.0
10024,731,68.0
10025,120,77.0
10026,876,59.0
10027,42,53.0
10028,no_MT,83.0
10029,994,60.0
10030,745,29.0
10031,908,60.0
10032,327,16.0
10033,817,34.0
10034,895,33.0
10035,172,21.0
10036,200,109.0
10037,908,21.0
10038,119,58.0
10039,24,146.0
10040,188,68.0
10041,170,44.0
10042,18,34.0
10043,118,102.0
10044,975,55.0
10045,956,88.0
10046,337,37.0
10047,29,69.0
10048,583,75.0
10049,856,32.0
10050,no_MT,54.0
10051,50,33.0
10052,412,70.0
10053,131,22.0
10054,775,11.0
10055,506,48.0
10056,960,49.0
10057,120,76.0
10058,555,41.0
10059,720,37.0
10060,103,23.0
10061,619,66.0
10062,77,14.0
10063,183,109.0
10064,773,112.0
10065,450,30.0
10066,779,23.0
10067,994,97.0
10068,421,72.0
10069,251,78.0
10070,711,41.0
10071,306,9.0
10072,885,70.0
10073,775,59.0
10074,82,8.0
10075,142,27.0
10076,239,92.0
10077,106,53.0
10078,40,96.0
10079,629,36.0
10080,500,65.0
10081,838,33.0
10082,200,85.0
10083,509,44.0
10084,459,33.0
10085,680,89.0
10086,233,33.0
10087,669,54.0
10088,724,80.0
10089,553,71.0
10090,79,44.0
10091,688,57.0
10092,422,55.0
10093,773,85.0
10094,810,41.0
10095,398,45.0
10096,613,14.0
10097,662,75.0
10098,182,26.0
10099,830,228.0
10100,30,84.0
10101,624,53.0
10102,no_MT,49.0
10103,761,20.0
10104,900,32.0
10105,749,55.0
10106,445,75.0
10107,964,194.0
10108,935,27.0
10109,840,39.0
10110,858,27.0
10111,459,49.0
10112,373,78.0
10113,905,15.0
10114,185,84.0
10115,660,37.0
10116,510,58.0
10117,531,76.0
10118,735,98.0
10119,415,54.0
10120,892,60.0
